,StreetNum,StreetName,ZipCode,Lat,Long,PickupType,Grade,Geocode,NeighborhoodSafetyScore,MaxWalk,AssignedSchool,CurrentSchoolStart,CurrentSchoolEnd,SchoolAddress,SchoolLat,SchoolLong,StopFlex,NewLat,NewLong
785,12,W BELLFLOWER ST,2125,42.32484,-71.0602,Corner,0,25025090700,6,0.2,Frank Sullivan School,9:30:00 AM,4:10:00 PM,"174 Ipswich St, 02215",42.346182,-71.094974,0.2,42.32347,-71.060040000000001
786,12,GURNEY ST,2120,42.332067,-71.096242,D2D,5,25025080801,5,0.5,Dave Ferriss School,8:30:00 AM,4:00:00 PM,"150 Newbury St, 02116",42.350546,-71.07797,0.0,42.332066999999995,-71.096242000000004
787,12,TYLER ST,2111,42.35091,-71.06048,Corner,2,25025070200,7,0.4,Carl Yastrzemski School,7:30:00 AM,3:00:00 PM,"11 Charles St, 02122",42.300881,-71.061732,0.4,42.350850000000001,-71.056820000000002
788,12,DEDHAM ST,2136,42.25338,-71.13347,D2D,6,25025140102,3,0.5,Curt Gowdy School,7:30:00 AM,3:00:00 PM,"95 G St, 02127",42.332875,-71.044888,0.0,42.25338,-71.133469999999988
789,12,KINGSLEY ST,2134,42.36211,-71.12936,Corner,1,25025000802,4,0.4,Dennis Eckersley School,7:30:00 AM,2:10:00 PM,"75 Malcolm X Blvd, 02120",42.332063,-71.090845,0.4,42.360720000000001,-71.129809999999992
790,12,KILSYTH TE,2135,42.33863,-71.147472,Corner,0,25025000504,2,0.2,Mel Parnell School,8:30:00 AM,3:10:00 PM,"71 Pleasant St, 02125",42.31365,-71.059813,0.2,42.340865999999998,-71.149670999999998
791,12,KILSYTH TE,2135,42.33863,-71.147472,Corner,2,25025000504,2,0.4,Red Ruffing School,7:30:00 AM,2:10:00 PM,"30 Millstone Rd, 02136",42.233938,-71.132846,0.4,42.338000000000001,-71.152619999999999
792,12,THORNLEY ST,2125,42.31397,-71.05799,D2D,3,25025091100,3,0.5,Bill Lee School,8:30:00 AM,3:10:00 PM,"25 Warren St, 02135",42.349138,-71.145516,0.0,42.313969999999998,-71.057990000000004
793,13,TELEGRAPH ST,2127,42.3328,-71.05029,D2D,3,25025061000,4,0.5,John Gorman School,8:30:00 AM,4:00:00 PM,"110 Beachview Rd, 02128",42.391629,-71.005053,0.0,42.332799999999999,-71.050290000000004
794,13,ROSSETER ST,2121,42.30414,-71.07662,Corner,5,25025091900,6,0.5,Haywood Sullivan School,9:30:00 AM,4:10:00 PM,"20 Warren St, 02135",42.350354,-71.145582,0.5,42.302859999999995,-71.080770000000001
795,13,VINTON ST,2127,42.33028,-71.05378,Corner,4,25025061200,6,0.5,Red Ruffing School,7:30:00 AM,2:10:00 PM,"30 Millstone Rd, 02136",42.233938,-71.132846,0.5,42.331440000000001,-71.044569999999993
796,13,BOWDOIN ST,2124,42.29942,-71.07259,Corner,0,25025092000,6,0.3,Carl Yastrzemski School,7:30:00 AM,3:00:00 PM,"11 Charles St, 02122",42.300881,-71.061732,0.3,42.301505999999996,-71.067948000000001
797,13,AUBURN ST,2129,42.380771,-71.069402,D2D,5,25025040600,3,0.4,Joe Mooney School,8:30:00 AM,3:10:00 PM,"77 Lawrence Ave, 02121",42.311055,-71.076481,0.0,42.380771000000003,-71.069401999999997
798,13,WHITMAN ST,2124,42.28709,-71.07735,Wheelchair,5,25025100500,6,0.4,Everett Scott School,9:30:00 AM,5:00:00 PM,"25 Glen Rd, 02130",42.308935,-71.103466,0.0,42.287089999999999,-71.077349999999996
799,13,WORTHINGTON ST,2120,42.33401,-71.1021,Corner,6,25025080900,3,0.5,Vern Stephens School,9:30:00 AM,5:00:00 PM,"50 Bunker Hill St, 02129",42.37668,-71.057759,0.5,42.327615999999999,-71.099795999999998
800,13,LINDEN ST,2127,42.33409,-71.0448,Corner,2,25025060400,2,0.3,Wade Boggs School,7:30:00 AM,2:10:00 PM,"50 School St, 02129",42.377893,-71.064634,0.3,42.335709999999999,-71.041420000000002
801,13,HUCKINS ST,2119,42.3237,-71.07549,Corner,1,25025090600,6,0.4,Ted Williams School,7:30:00 AM,2:10:00 PM,"131 Walnut Ave, 02119",42.320827,-71.086945,0.4,42.323819999999998,-71.074209999999994
802,13,FAIRVIEW ST,2131,42.3594,-71.0587,D2D,3,25025030300,7,0.5,Bruce Hurst School,8:30:00 AM,4:00:00 PM,"144 McBride St, 02130",42.306584,-71.109228,0.0,42.359400000000001,-71.058700000000002
803,13,WORCESTER SQ,2118,42.33657,-71.07504,D2D,2,25025071101,7,0.4,Harry Hooper School,7:30:00 AM,2:10:00 PM,"9 Peacevale Rd, 02124",42.285125,-71.076013,0.0,42.336570000000002,-71.075040000000001
804,13,WABON ST,2121,42.31454,-71.08514,D2D,5,25025082000,6,0.5,Jimmy Collins School,7:30:00 AM,3:00:00 PM,"5125 Washington St, 02132",42.263432,-71.155874,0.0,42.314540000000001,-71.085139999999996
805,13,BRAINARD ST,2136,42.2548,-71.13312,D2D,2,25025140107,2,0.4,Dick Williams School,7:30:00 AM,2:10:00 PM,"1205 VFW Pkwy, 02132",42.282206,-71.174549,0.0,42.254800000000003,-71.133119999999991
806,13,PARK ST,2129,42.37233,-71.06125,D2D,3,25025040100,2,0.5,Billy Goodman School,8:30:00 AM,4:00:00 PM,"20 Child Street, 02130",42.307318,-71.114485,0.0,42.372329999999998,-71.061250000000001
807,13,W CEDAR ST,2108,42.35822,-71.069481,Corner,0,25025020101,2,0.3,Nomar Garciaparra School,8:30:00 AM,3:10:00 PM,"54 Dighton St, 02135",42.347796,-71.155576,0.3,42.35895,-71.071659999999994
808,13,CONCORD SQ,2118,42.34125,-71.0785,Corner,0,25025070800,3,0.3,Sr. Kennedy School,8:30:00 AM,3:10:00 PM,"160 Harrishof St, 02119",42.317688,-71.091564,0.3,42.338318000000001,-71.074871000000002
809,13,SEA VIEW AV,2128,42.39064,-71.00421,Corner,0,25025051101,3,0.3,Jimmie Foxx School,7:30:00 AM,3:00:00 PM,"50 Burke St, 02127",42.337285,-71.085266,0.3,42.388020000000004,-71.002939999999995
810,13,MERCER ST,2127,42.33332,-71.04921,D2D,6,25025061000,4,0.5,Ira Flagstaff School,8:30:00 AM,4:00:00 PM,"100 Maxwell St, 02124",42.281211,-71.080863,0.0,42.333320000000001,-71.049210000000002
811,13,BREWSTER ST,2127,42.33169,-71.04054,D2D,2,25025060400,2,0.3,Pedro Martinez School,8:30:00 AM,3:10:00 PM,"60 Glenmont Rd, 02135",42.345453,-71.160198,0.0,42.331690000000002,-71.040540000000007
812,14,WORCESTER SQ,2118,42.33694,-71.07457,Corner,3,25025071101,7,0.5,Ira Flagstaff School,8:30:00 AM,4:00:00 PM,"100 Maxwell St, 02124",42.281211,-71.080863,0.5,42.337429999999998,-71.075209999999998
813,14,MEAD ST,2134,42.36184,-71.13192,Corner,4,25025000100,5,0.5,Dick Radatz School,8:30:00 AM,4:00:00 PM,"1205 VFW Pkwy, 02132",42.282206,-71.174549,0.5,42.360720000000001,-71.129809999999992
814,14,LEXINGTON ST,2129,42.37735,-71.0595,D2D,0,25025040200,5,0.3,Mike Greenwell School,8:30:00 AM,3:10:00 PM,"1060 Morton St, 02126",42.277863,-71.077536,0.0,42.37735,-71.0595
815,14,GLENCLIFF RD,2131,42.27355,-71.12787,Corner,1,25025140105,2,0.4,Ira Flagstaff School,8:30:00 AM,4:00:00 PM,"100 Maxwell St, 02124",42.281211,-71.080863,0.4,42.2712,-71.13212
816,14,NORWELL ST,2121,42.30179,-71.0781,Corner,0,25025091900,6,0.3,Jean Yawkey School,9:30:00 AM,5:00:00 PM,"105 Cummins Hgwy, 02131",42.283304,-71.125275,0.3,42.302859999999995,-71.080770000000001
817,14,CONCORD ST,2129,42.3776,-71.06116,D2D,0,25025040300,3,0.2,Nomar Garciaparra School,8:30:00 AM,3:10:00 PM,"54 Dighton St, 02135",42.347796,-71.155576,0.0,42.377600000000001,-71.061160000000001
818,14,CORDIS ST,2129,42.37527,-71.06302,Corner,1,25025040300,3,0.4,Bill Lee School,8:30:00 AM,3:10:00 PM,"25 Warren St, 02135",42.349138,-71.145516,0.4,42.380470000000003,-71.065349999999995
819,14,TUTTLE ST,2125,42.31262,-71.05427,D2D,3,25025091100,3,0.5,Joe Cronin School,7:30:00 AM,2:10:00 PM,"35 Brookford St, 02125",42.318206,-71.075627,0.0,42.312620000000003,-71.054269999999988
820,14,GLENBURNE ST,2121,42.31569,-71.08249,Corner,1,25025082000,6,0.2,Bruce Hurst School,8:30:00 AM,4:00:00 PM,"144 McBride St, 02130",42.306584,-71.109228,0.2,42.314540000000001,-71.085139999999996
821,14,LANE PK,2135,42.34199,-71.15955,Corner,5,25025000402,4,0.5,Vern Stephens School,9:30:00 AM,5:00:00 PM,"50 Bunker Hill St, 02129",42.37668,-71.057759,0.5,42.340299999999999,-71.159859999999995
822,14,MALLET ST,2124,42.29042,-71.05733,D2D,4,25025100601,3,0.5,Bobby Doerr School,7:30:00 AM,2:10:00 PM,"86 White St, 02128",42.381099,-71.035074,0.0,42.290420000000005,-71.057330000000007
823,14,LORING PL,2136,42.24773,-71.1218,D2D,1,25025140202,2,0.4,John Gorman School,8:30:00 AM,4:00:00 PM,"110 Beachview Rd, 02128",42.391629,-71.005053,0.0,42.247729999999997,-71.121799999999993
824,14,WARREN PL,2119,42.32803,-71.08184,Corner,5,25025080300,7,0.5,Lefty Grove School,7:30:00 AM,3:00:00 PM,"150 Norfolk Ave, 02119",42.326126,-71.071284,0.5,42.323819999999998,-71.074209999999994
825,14,SYDNEY ST,2125,42.31212,-71.05364,Corner,4,25025091100,3,0.5,Everett Scott School,9:30:00 AM,5:00:00 PM,"25 Glen Rd, 02130",42.308935,-71.103466,0.5,42.310879999999997,-71.057919999999996
826,14,THWING ST,2119,42.32374,-71.09461,Corner,3,25025081400,6,0.5,Marty Barrett School,7:30:00 AM,3:00:00 PM,"189 Glenway St, 02121",42.296597,-71.080657,0.5,42.327615999999999,-71.099795999999998
827,14,HILLIS RD,2136,42.25034,-71.13156,D2D,0,25025140102,3,0.3,George Scott School,9:30:00 AM,5:00:00 PM,"152 Arlington St, 02116",42.34842,-71.068867,0.0,42.250340000000001,-71.131559999999993
828,14,BOLSTER ST,2130,42.322177,-71.105496,D2D,2,25025120500,6,0.3,Jim Lonborg School,8:30:00 AM,4:00:00 PM,"270 Columbia Rd, 02121",42.309175,-71.0756,0.0,42.322177000000003,-71.105496000000002
829,14,ROCKLAND ST,2119,42.3217,-71.08318,D2D,1,25025081700,7,0.4,Jimmie Foxx School,7:30:00 AM,3:00:00 PM,"50 Burke St, 02127",42.337285,-71.085266,0.0,42.3217,-71.083179999999999
830,14,SPRING GARDEN ST,2125,42.31837,-71.05308,D2D,3,25025091100,3,0.3,John Gorman School,8:30:00 AM,4:00:00 PM,"110 Beachview Rd, 02128",42.391629,-71.005053,0.0,42.318370000000002,-71.053080000000008
831,14,FORESTVALE RD,2136,42.23562,-71.12836,Corner,1,25025140201,3,0.2,Carl Yastrzemski School,7:30:00 AM,3:00:00 PM,"11 Charles St, 02122",42.300881,-71.061732,0.2,42.236196999999997,-71.12894
832,14,BECKET ST,2124,42.28132,-71.06445,Corner,6,25025100800,4,0.4,Vern Stephens School,9:30:00 AM,5:00:00 PM,"50 Bunker Hill St, 02129",42.37668,-71.057759,0.4,42.278750000000002,-71.066029999999998
833,14,MONSON ST,2126,42.27242,-71.07324,Corner,2,25025100900,5,0.4,Jason Varitek School,9:30:00 AM,5:00:00 PM,"205 Roxbury St, 02119",42.330591,-71.091208,0.4,42.275570000000002,-71.071899999999999
834,14,JOYCE KILMER RD,2132,42.27181,-71.16453,D2D,3,25025130402,2,0.5,Babe Ruth School,7:30:00 AM,3:00:00 PM,"78 Louis Pasteur, 02115",42.337962,-71.101323,0.0,42.271809999999995,-71.164529999999999
835,14,BOTHWELL RD,2135,42.35298,-71.16047,Corner,4,25025000201,2,0.5,Joe Castiglione School,7:30:00 AM,2:10:00 PM,"140 Russett Rd, 02132",42.29256,-71.152211,0.5,42.349154999999996,-71.158472000000003
836,14,ARDALE ST,2131,42.29055,-71.13361,Corner,0,25025110607,1,0.3,Dennis Eckersley School,7:30:00 AM,2:10:00 PM,"75 Malcolm X Blvd, 02120",42.332063,-71.090845,0.3,42.293509999999998,-71.136619999999994
837,14,NATIONAL ST,2127,42.33395,-71.04657,D2D,5,25025060400,2,0.5,Pete Runnels School,8:30:00 AM,3:10:00 PM,"95 Needham Rd, 02136",42.243071,-71.124169,0.0,42.333950000000002,-71.046569999999988
838,14,QUINN WY,2132,42.2824,-71.15667,Corner,4,25025130300,3,0.3,Babe Ruth School,7:30:00 AM,3:00:00 PM,"78 Louis Pasteur, 02115",42.337962,-71.101323,0.3,42.285284000000004,-71.152336000000005
839,14,RADCLIFFE RD,2134,42.350827,-71.134484,Corner,5,25025000704,4,0.4,Curt Gowdy School,7:30:00 AM,3:00:00 PM,"95 G St, 02127",42.332875,-71.044888,0.4,42.347114000000005,-71.140311999999994
840,14,MELVIN AV,2135,42.344524,-71.141201,Corner,1,25025000504,2,0.2,Bruce Hurst School,8:30:00 AM,4:00:00 PM,"144 McBride St, 02130",42.306584,-71.109228,0.2,42.343229999999998,-71.143869999999993
841,14,MIDLAND ST,2125,42.31142,-71.0544,Corner,5,25025091001,6,0.5,Luis Tiant School,9:30:00 AM,5:00:00 PM,"6 Shirley St, 02119",42.323526,-71.072897,0.5,42.310879999999997,-71.057919999999996
842,14,EMBASSY RD,2135,42.34168,-71.15528,Corner,1,25025000402,4,0.4,Rick Burleson School,7:30:00 AM,3:00:00 PM,"35 Sunnyside St, 02136",42.251551,-71.133338,0.4,42.340299999999999,-71.159859999999995
843,14,GRANADA AV,2131,42.27754,-71.12869,Corner,4,25025110403,2,0.5,Dennis Eckersley School,7:30:00 AM,2:10:00 PM,"75 Malcolm X Blvd, 02120",42.332063,-71.090845,0.5,42.277879999999996,-71.121719999999996
844,14,HATHERLY RD,2135,42.34269,-71.15464,Corner,1,25025000402,4,0.2,Frank Malzone School,8:30:00 AM,4:00:00 PM,"20 Kearsarge Ave, 02119",42.327022,-71.081716,0.2,42.34055,-71.154869999999988
845,14,FIFIELD ST,2122,42.30925,-71.06346,Wheelchair,4,25025091500,6,0.3,Joe Cronin School,7:30:00 AM,2:10:00 PM,"35 Brookford St, 02125",42.318206,-71.075627,0.0,42.309249999999999,-71.063459999999992
846,14,WESTMOOR TE,2132,42.26225,-71.15277,D2D,1,25025130406,2,0.4,Joe Cronin School,7:30:00 AM,2:10:00 PM,"35 Brookford St, 02125",42.318206,-71.075627,0.0,42.262250000000002,-71.15276999999999
847,14,HARVARD AV,2121,42.29977,-71.07568,D2D,1,25025091900,6,0.4,Bob Stanley School,9:30:00 AM,5:00:00 PM,"11 Charles St, 02122",42.300881,-71.061732,0.0,42.299770000000002,-71.075680000000006
848,14,ROSECLAIR ST,2124,42.32107,-71.06062,Corner,1,25025090700,6,0.4,Tim Wakefield School,9:30:00 AM,4:10:00 PM,"85 Olney St, 02121",42.306015,-71.073605,0.4,42.316949999999999,-71.056919999999991
849,14,GORDON ST,2130,42.31027,-71.10855,D2D,5,25025120400,3,0.4,George Lewis School,8:30:00 AM,3:10:00 PM,"10 Fenwood Rd, 02115",42.33392,-71.106364,0.0,42.310270000000003,-71.108549999999994
850,14,PLANET ST,2131,42.277414,-71.124007,Corner,4,25025110403,2,0.5,Dutch Leonard School,8:30:00 AM,4:00:00 PM,"655 Metropolitan Av, 02136",42.262783,-71.117881,0.5,42.277879999999996,-71.121719999999996
851,14,BOBOLINK ST,2132,42.27369,-71.1452,Corner,3,25025130300,3,0.3,Bill Carrigan School,7:30:00 AM,2:10:00 PM,"55 Malcolm X Blvd, 02120",42.330843,-71.088386,0.3,42.272570000000002,-71.14658
852,14,HERON ST,2132,42.26934,-71.14961,D2D,5,25025130404,3,0.5,Red Ruffing School,7:30:00 AM,2:10:00 PM,"30 Millstone Rd, 02136",42.233938,-71.132846,0.0,42.26934,-71.149609999999996
853,14,DAWES ST,2125,42.31869,-71.06025,D2D,5,25025091200,6,0.5,Larry Gardner School,8:30:00 AM,4:00:00 PM,"325 Mt Vernon St, 02125",42.317259,-71.042872,0.0,42.318690000000004,-71.060249999999996
854,14,BROOKS ST,2135,42.356991,-71.161899,D2D,5,25025000201,2,0.4,Ned Martin School,8:30:00 AM,4:00:00 PM,"50 Beechcroft St, 02135",42.351069,-71.161468,0.0,42.356991000000001,-71.161899000000005
855,14,CLEAVES ST,2119,42.31372,-71.09679,Corner,5,25025081300,6,0.5,Ira Flagstaff School,8:30:00 AM,4:00:00 PM,"100 Maxwell St, 02124",42.281211,-71.080863,0.5,42.314479999999996,-71.094169999999991
856,14,HAYES RD,2131,42.28289,-71.13291,Corner,3,25025110502,4,0.5,Jimmie Foxx School,7:30:00 AM,3:00:00 PM,"50 Burke St, 02127",42.337285,-71.085266,0.5,42.287584000000003,-71.135245999999995
857,14,BIRCHLAND TE,2132,42.27441,-71.16353,Corner,4,25025130402,2,0.5,Roger Clemens School,7:30:00 AM,3:00:00 PM,"200 Heath St, 02130",42.326009,-71.106552,0.5,42.270899999999997,-71.17183
858,14,LAWRENCE ST,2116,42.34627,-71.07202,Corner,4,25025070300,5,0.5,George Lewis School,8:30:00 AM,3:10:00 PM,"10 Fenwood Rd, 02115",42.33392,-71.106364,0.5,42.341250000000002,-71.070390000000003
859,14,GLENVILLE AV,2134,42.35069,-71.13209,D2D,3,25025000704,4,0.5,Carl Yastrzemski School,7:30:00 AM,3:00:00 PM,"11 Charles St, 02122",42.300881,-71.061732,0.0,42.35069,-71.132090000000005
860,14,MT EVERETT ST,2125,42.310565,-71.069725,Corner,0,25025091800,6,0.3,Nomar Garciaparra School,8:30:00 AM,3:10:00 PM,"54 Dighton St, 02135",42.347796,-71.155576,0.3,42.310161000000001,-71.075153999999998
861,14,TORREY ST,2124,42.2874,-71.07198,Corner,1,25025100500,6,0.2,Dick O'Connell School,8:30:00 AM,4:00:00 PM,"612 Metropolitan Av, 02136",42.265228,-71.117446,0.2,42.286090000000002,-71.068510000000003
862,14,LEEDSVILLE ST,2122,42.30484,-71.05966,Corner,2,25025091600,6,0.4,Jim Lonborg School,8:30:00 AM,4:00:00 PM,"270 Columbia Rd, 02121",42.309175,-71.0756,0.4,42.30697,-71.065899999999999
863,14,MONUMENT ST,2129,42.37762,-71.06029,D2D,0,25025040300,3,0.2,Wes Ferrell School,8:30:00 AM,3:10:00 PM,"20 Child St, 02130",42.307318,-71.114485,0.0,42.37762,-71.060290000000009
864,14,ATKINS ST,2135,42.35244,-71.17058,Corner,1,25025000301,2,0.4,Joe Dobson School,8:30:00 AM,4:00:00 PM,"61 School St, 02119",42.313946,-71.097867,0.4,42.351320000000001,-71.170313000000007
865,14,STELLMAN RD,2131,42.28958,-71.12413,Corner,5,25025110401,4,0.4,Curt Gowdy School,7:30:00 AM,3:00:00 PM,"95 G St, 02127",42.332875,-71.044888,0.4,42.287030000000001,-71.128410000000002
866,14,ALDWORTH ST,2130,42.30917,-71.11881,D2D,0,25025120103,1,0.3,Wes Ferrell School,8:30:00 AM,3:10:00 PM,"20 Child St, 02130",42.307318,-71.114485,0.0,42.309170000000002,-71.118809999999996
867,15,WEBSTER ST,2136,42.25808,-71.12032,Corner,1,25025140300,6,0.4,Red Ruffing School,7:30:00 AM,2:10:00 PM,"30 Millstone Rd, 02136",42.233938,-71.132846,0.4,42.254144000000004,-71.124083999999996
868,15,SLEEPER ST,2210,42.352,-71.04893,Corner,1,25025060600,6,0.4,Rico Petrocelli School,8:30:00 AM,4:00:00 PM,"200 Heath St, 02130",42.326009,-71.106552,0.4,42.357669999999999,-71.0505
869,15,ROCKNE AV,2124,42.28226,-71.05335,Corner,4,25025100700,3,0.3,Jean Yawkey School,9:30:00 AM,5:00:00 PM,"105 Cummins Hgwy, 02131",42.283304,-71.125275,0.3,42.280570000000004,-71.058520000000001
870,15,MARIA LA,2131,42.28221,-71.13517,Corner,4,25025110502,4,0.5,Vern Stephens School,9:30:00 AM,5:00:00 PM,"50 Bunker Hill St, 02129",42.37668,-71.057759,0.5,42.287550000000003,-71.141269999999992
871,15,WALBRIDGE ST,2134,42.34721,-71.13542,Corner,4,25025000701,3,0.5,Bruce Hurst School,8:30:00 AM,4:00:00 PM,"144 McBride St, 02130",42.306584,-71.109228,0.5,42.343870000000003,-71.143509999999992
872,15,MONTFERN AV,2135,42.35055,-71.1644,Corner,0,25025000201,2,0.2,Sr. Kennedy School,8:30:00 AM,3:10:00 PM,"160 Harrishof St, 02119",42.317688,-71.091564,0.2,42.352600000000002,-71.16337
873,15,MORLEY ST,2119,42.32922,-71.09205,Corner,5,25025081400,6,0.5,Jimmy Collins School,7:30:00 AM,3:00:00 PM,"5125 Washington St, 02132",42.263432,-71.155874,0.5,42.327615999999999,-71.099795999999998
874,15,CASS ST,2132,42.27586,-71.16469,D2D,5,25025130402,2,0.5,Joe Cronin School,7:30:00 AM,2:10:00 PM,"35 Brookford St, 02125",42.318206,-71.075627,0.0,42.275859999999994,-71.164690000000007
875,15,JUDSON ST,2125,42.320083,-71.075291,Corner,0,25025090400,6,0.3,Jimmy Collins School,7:30:00 AM,3:00:00 PM,"5125 Washington St, 02132",42.263432,-71.155874,0.3,42.323819999999998,-71.074209999999994
876,15,BARDWELL ST,2130,42.30847,-71.11647,Corner,4,25025120104,2,0.5,Bill Carrigan School,7:30:00 AM,2:10:00 PM,"55 Malcolm X Blvd, 02120",42.330843,-71.088386,0.5,42.308593000000002,-71.118949999999998
877,15,JOHNSON ST,2132,42.27274,-71.16361,Corner,4,25025130402,2,0.5,Billy Goodman School,8:30:00 AM,4:00:00 PM,"20 Child Street, 02130",42.307318,-71.114485,0.5,42.270899999999997,-71.17183
878,15,PARKER ST,2129,42.3835,-71.07905,Corner,3,25025040600,3,0.3,Johnny Pesky School,8:30:00 AM,4:00:00 PM,"236 Beech St, 02131",42.281233,-71.141075,0.3,42.382690000000004,-71.074390000000008
879,15,AKRON ST,2119,42.32552,-71.0854,D2D,4,25025081700,7,0.3,Jackie Jensen School,8:30:00 AM,3:10:00 PM,"28 Walker St, 02129",42.379137,-71.067343,0.0,42.325520000000004,-71.085400000000007
880,15,TRELAWNEY RD,2136,42.26657,-71.10798,D2D,0,25025140400,3,0.3,Luis Tiant School,9:30:00 AM,5:00:00 PM,"6 Shirley St, 02119",42.323526,-71.072897,0.0,42.266570000000002,-71.107979999999998
881,15,WESTGATE RD,2467,42.301015,-71.166797,Corner,2,25025130100,1,0.4,Reggie Smith School,9:30:00 AM,5:00:00 PM,"40 Gordon Ave, 02136",42.256769,-71.127075,0.4,42.297688999999998,-71.172977000000003
882,15,SPALDING ST,2130,42.30348,-71.11376,D2D,5,25025120201,3,0.4,Jim Lonborg School,8:30:00 AM,4:00:00 PM,"270 Columbia Rd, 02121",42.309175,-71.0756,0.0,42.30348,-71.113759999999999
883,15,PARK VALE AV,2134,42.35132,-71.13268,Corner,3,25025000704,4,0.3,Joe Dobson School,8:30:00 AM,4:00:00 PM,"61 School St, 02119",42.313946,-71.097867,0.3,42.347909999999999,-71.134990000000002
884,15,LARKHILL RD,2132,42.27667,-71.14712,D2D,0,25025130300,3,0.3,George Lewis School,8:30:00 AM,3:10:00 PM,"10 Fenwood Rd, 02115",42.33392,-71.106364,0.0,42.276670000000003,-71.147120000000001
885,15,UPTON ST,2118,42.342179,-71.071729,Corner,1,25025070500,4,0.4,Bill Lee School,8:30:00 AM,3:10:00 PM,"25 Warren St, 02135",42.349138,-71.145516,0.4,42.337429999999998,-71.075209999999998
886,15,RIVER ST,2108,42.356625,-71.06999,Corner,4,25025020101,2,0.3,John Harrington School,8:30:00 AM,4:00:00 PM,"154 Ruskindale Rd, 02126",42.26739,-71.104443,0.3,42.35895,-71.071659999999994
887,15,EUSTON RD,2135,42.34229,-71.14689,D2D,5,25025000401,1,0.4,Rico Petrocelli School,8:30:00 AM,4:00:00 PM,"200 Heath St, 02130",42.326009,-71.106552,0.0,42.342290000000006,-71.146889999999999
888,15,BRIARCLIFF  TE,2126,42.27114,-71.086444,D2D,6,25025101002,5,0.5,Dick Radatz School,8:30:00 AM,4:00:00 PM,"1205 VFW Pkwy, 02132",42.282206,-71.174549,0.0,42.271140000000003,-71.086444
889,15,WALBRIDGE ST,2134,42.34721,-71.13542,D2D,0,25025000701,3,0.2,John Valentin School,9:30:00 AM,5:00:00 PM,"426 Beech St, 02131",42.277735,-71.135332,0.0,42.347209999999997,-71.135419999999996
890,15,BRADLEE CT,2136,42.26979,-71.11662,D2D,3,25025140400,3,0.5,Rico Petrocelli School,8:30:00 AM,4:00:00 PM,"200 Heath St, 02130",42.326009,-71.106552,0.0,42.26979,-71.116619999999998
891,15,ELIOT ST,2130,42.31073,-71.11633,Corner,1,25025120103,1,0.4,Lefty Grove School,7:30:00 AM,3:00:00 PM,"150 Norfolk Ave, 02119",42.326126,-71.071284,0.4,42.308593000000002,-71.118949999999998
892,15,SENATOR BOLLING CI,2124,42.29208,-71.092452,D2D,4,25025100100,6,0.3,Tom Yawkey School,7:30:00 AM,2:10:00 PM,"70 Worcester St, 02118",42.338748,-71.077747,0.0,42.292079999999999,-71.092452000000009
893,15,CRANSTON ST,2130,42.32116,-71.10968,D2D,2,25025120600,3,0.3,Dwight Evans School,8:30:00 AM,3:10:00 PM,"90 Warren Ave, 02116",42.344252,-71.07349,0.0,42.321159999999999,-71.109680000000012
894,15,ACACIA RD,2132,42.27399,-71.16113,Corner,6,25025130402,2,0.5,Everett Scott School,9:30:00 AM,5:00:00 PM,"25 Glen Rd, 02130",42.308935,-71.103466,0.5,42.27693,-71.166759999999996
895,15,SAVOY ST,2118,42.34169,-71.06723,D2D,0,25025071201,6,0.3,George Lewis School,8:30:00 AM,3:10:00 PM,"10 Fenwood Rd, 02115",42.33392,-71.106364,0.0,42.34169,-71.067230000000009
896,15,NIGHTINGALE ST,2124,42.29573,-71.08153,D2D,3,25025092400,6,0.5,John Gorman School,8:30:00 AM,4:00:00 PM,"110 Beachview Rd, 02128",42.391629,-71.005053,0.0,42.295729999999999,-71.081530000000001
897,15,GLOUCESTER ST,2115,42.35084,-71.08475,D2D,3,25025010701,4,0.5,Don Zimmer School,9:30:00 AM,5:00:00 PM,"67 Alleghany St, 02120",42.330669,-71.099301,0.0,42.350840000000005,-71.08475
898,15,CROCKETT AV,2124,42.28032,-71.05135,Corner,3,25025100700,3,0.5,George Digby School,8:30:00 AM,4:00:00 PM,"110 The Fenway, 02115",42.341466,-71.091512,0.5,42.280570000000004,-71.058520000000001
899,15,CROCKETT AV,2124,42.28032,-71.05135,D2D,1,25025100700,3,0.4,Vern Stephens School,9:30:00 AM,5:00:00 PM,"50 Bunker Hill St, 02129",42.37668,-71.057759,0.0,42.280320000000003,-71.051349999999999
900,15,MOSGROVE AV,2131,42.2922,-71.12284,D2D,1,25025110103,3,0.2,Joe Morgan School,8:30:00 AM,3:10:00 PM,"195 Leyden St, 02128",42.388404,-71.004216,0.0,42.292200000000001,-71.122839999999997
901,15,SEYMOUR ST,2131,42.28019,-71.12323,D2D,0,25025110403,2,0.2,Luis Tiant School,9:30:00 AM,5:00:00 PM,"6 Shirley St, 02119",42.323526,-71.072897,0.0,42.280190000000005,-71.123230000000007
902,15,STONE TE,2124,42.27857,-71.06846,Corner,1,25025100900,5,0.4,Joe Mooney School,8:30:00 AM,3:10:00 PM,"77 Lawrence Ave, 02121",42.311055,-71.076481,0.4,42.278750000000002,-71.066029999999998
903,15,WOODMAN ST,2130,42.30675,-71.11722,Corner,3,25025120104,2,0.5,George Lewis School,8:30:00 AM,3:10:00 PM,"10 Fenwood Rd, 02115",42.33392,-71.106364,0.5,42.308593000000002,-71.118949999999998
